Plate,VIN,Year,Make,Model,Category,UserDNI
9948HSK,VF73NXCU5DW5UAD47,2013,Citroën,Berlingo,monovolumen,53940768-H
8984JJH,VF1WF8JD5FR8NNZNE,2015,Renault,Mégane,berlina,53940768-H
0298FNB,VF3FRHFTX7D2N9YNR,2007,Peugeot,3008,SUV,58655503-Y
1481KYN,WF0V1FC74KCRM353X,2019,Ford,Focus,berlina,58655503-Y
8251GFY,WVWZPJWY28DV2F0VK,2008,Volkswagen,Golf,urbano,58655503-Y
9781KRJ,VF1BKZBB7JJFY8NG2,2018,Renault,Scénic,monovolumen,24362175-T
5845KZK,VF14RWSC5K3KEZ0DA,2019,Renault,Mégane,berlina,74927777-X
3355LXD,WAU571486NHR0JEJX,2022,Audi,A3,berlina,90039866-H
0434HPY,VF1ND6B83DJF9S2BY,2013,Renault,Mégane,berlina,61066248-Y
7273HFT,VF74DALJ5B0WAN8SV,2011,Citroën,C4,berlina,98265014-K
0473JVZ,WVW5URTD3GG7B4JDH,2016,Volkswagen,Polo,urbano,98265014-K
8013LWR,WVW3PZ8A7N78W1A1R,2022,Volkswagen,Passat,berlina,64466110-P
9213FFK,JT2P5USY86543CZ4S,2006,Toyota,RAV4,SUV,64466110-P
8551DVW,VSSMYM1PX6T684Y3P,2006,Seat,León,berlina,95221304-Q
4647JVZ,WBAH704W0GU77PNLX,2016,BMW,Serie 5,berlina,95221304-Q
4394HDC,WVWWRHCN7BUMGNNJA,2011,Volkswagen,Passat,berlina,95221304-Q
9452NGB,WF03KK8D5SRM3JB9C,2025,Ford,Fiesta,urbano,80943857-A
6939JJW,WVWGP5P9XF76E04X3,2015,Volkswagen,Passat,berlina,80943857-A
1620DMJ,WF0ZK3YD55Y1R0WLP,2005,Ford,Fiesta,urbano,80943857-A
6661CRV,WAUGUNJA94NDZ05MT,2004,Audi,A3,berlina,14279914-L
6637LFH,VF3UZLWK9LM4967FT,2020,Peugeot,208,urbano,32066183-C
9202GWV,WDBFR3F34AJPB755Y,2010,Mercedes-Benz,Clase C,berlina,32066183-C
3087JKK,WDB5MVYV3FHRKDE5Y,2015,Mercedes-Benz,Clase A,urbano,70306864-G
8246BRT,JT26FUGU21LNYP019,2001,Toyota,RAV4,SUV,70306864-G
0721KKR,WAUXBS5E3JZJ23ZXP,2018,Audi,TT,deportivo,59662210-A
8594LFH,WF0ZEJR43LS17CC94,2020,Ford,Kuga,SUV,65226168-P
7154JNR,WAU4HFXR0GY04LPN3,2016,Audi,Q5,SUV,70389921-P
2804MJR,WAUPCM023PA8Y2BDJ,2023,Audi,TT,deportivo,70389921-P
1958JBY,VF78RV9Y7E5KEGR41,2014,Citroën,C5 Aircross,SUV,27872326-Y
8332HMT,VF321AU94CAFYCA09,2012,Peugeot,5008,monovolumen,79453879-B
1470NFR,WAUW3WYC6SC8H5VZT,2025,Audi,Q5,SUV,79453879-B
2759KHY,JT2U0XL83JAM1VPZV,2018,Toyota,Corolla,berlina,42906641-A
7598GTC,WAUEFG895AKJ1EU81,2010,Audi,Q5,SUV,22557244-V
8223HWY,WBA46ZS50E4N3A5KM,2014,BMW,X5,SUV,87998067-K
8804LCY,WF0Y0JGX2K76050EH,2019,Ford,Focus,berlina,23716323-B
9619LYJ,WF0YX7HY9NDB9M2DX,2022,Ford,Kuga,SUV,23716323-B
0435HSZ,WAU7X2ZF4D64V73D7,2013,Audi,A3,berlina,49090760-C
0980MJR,VSSEYUAY8PWD3TSG3,2023,Seat,León,berlina,53279825-A
3432HTV,WF0S7UXT8D3ANWHXZ,2013,Ford,Focus,berlina,85996628-L
2983LGP,VF7A9HMH5LJLBA2ZS,2020,Citroën,C4,berlina,85996628-L
1971HHH,VF7T492F6BF2T6H71,2011,Citroën,C4,berlina,86635730-C
1463KWT,VF77AVZ76KLMZ4LH8,2019,Citroën,C5 Aircross,SUV,19692321-C
3811HHT,VF7N3XZE9B8K119XF,2011,Citroën,C5 Aircross,SUV,19692321-C
1231KFC,WAUDUZF20HFHYLWY7,2017,Audi,A3,berlina,83465018-L
6811GXP,WBATU4WG0A1E9YFSV,2010,BMW,Serie 3,berlina,79765311-T
6070HZL,VF1KY4A14E70B835A,2014,Renault,Captur,SUV,62755300-F
2422KMM,VF7DH3Z37J3CFPNJZ,2018,Citroën,C5 Aircross,SUV,39154318-S
3890KKR,VF3HGKGC1J981AKYX,2018,Peugeot,3008,SUV,39154318-S
2412LJD,JT2D06RV5L31RYNWW,2020,Toyota,Corolla,berlina,54370831-G
5356HKX,WDBGX3953CK01L8WE,2012,Mercedes-Benz,Clase C,berlina,54370831-G
1244BHG,WVW6LS7D9198KHC7D,2001,Volkswagen,Polo,urbano,73873716-Q
8274BCD,WF037FCJ5Y6HSDRU6,2000,Ford,Focus,berlina,12798148-M
5598JTB,WF0SBFYS5G5ZDZWAS,2016,Ford,Kuga,SUV,62747704-R
9079HSZ,VF7FKDU20DPMGSV0W,2013,Citroën,C4,berlina,46724085-E
6998GLC,VF3EWH68X9WYBLYL8,2009,Peugeot,5008,monovolumen,46724085-E
0279LGP,WAUPN96BXLY7HKDR8,2020,Audi,TT,deportivo,99052199-P
4518DFF,WBAMLDHK44HY8AB5C,2004,BMW,Serie 3,berlina,99052199-P
7455LNN,JT2AG0TC0M6Y6SB45,2021,Toyota,Corolla,berlina,59385002-Z
7343GZT,VF3PYVP47AR2T2VKN,2010,Peugeot,3008,SUV,44186018-M
1576BRB,WDBCNTHS11DCH3GUW,2001,Mercedes-Benz,GLA,SUV,74177747-X
1617GTC,WVWA171U2AYBA7NBX,2010,Volkswagen,Polo,urbano,54897140-G
1605JKK,VSSCPM4T2FZ0T1CPX,2015,Seat,Ateca,SUV,54897140-G
3906JTR,VF78GVVU6G4RM0AS3,2016,Citroën,C4,berlina,42654401-G
3895LCG,WDBKYG2F5K7SG7D1C,2019,Mercedes-Benz,Clase C,berlina,96937822-K
5953JNR,WF03E1GAXGE6AKYBJ,2016,Ford,Mustang,deportivo,96937822-K
5910DHZ,WF05T5Z715LUMME5P,2005,Ford,Focus,berlina,63982283-D
7111HML,VSS6D9FT9CCG8VJBC,2012,Seat,Toledo,sedán,52179708-E
1407GYX,WVW56NW14APN0BR06,2010,Volkswagen,Polo,urbano,97656188-M
3116JMY,WF09ZLN58GM5WERZ2,2016,Ford,Mustang,deportivo,97656188-M
8364HCB,WVWEFR1N0BT7CUTBE,2011,Volkswagen,Tiguan,SUV,97656188-M
3448KZK,VF1LPUDJ6K9ZBSWJJ,2019,Renault,Clio,urbano,28720312-M
1663GZT,VF3G4HSU7AMBYU0EU,2010,Peugeot,3008,SUV,28720312-M
4997HLW,WDBUU13P8C2L5C8ZV,2012,Mercedes-Benz,GLA,SUV,28720312-M
3319DLD,JT2M28AD65PPYYAAV,2005,Toyota,RAV4,SUV,60383643-H
1838KJV,WF0657WH5J5K65G4K,2018,Ford,Focus,berlina,60383643-H
4385KFW,WAU4VXGZ0HV6HNKGT,2017,Audi,A4,berlina,99813795-M
1515BBJ,VF72C32L6Y887DAW5,2000,Citroën,C5 Aircross,SUV,72712948-N
8123LJD,WAUJ8FCM5LDTCCZAM,2020,Audi,TT,deportivo,72712948-N
9030GYM,WF0V00NE8AU4Y1Y0H,2010,Ford,Focus,berlina,11642412-L
1614JDR,WVWSUMS95F9N97V51,2015,Volkswagen,Passat,berlina,11642412-L
8993LJR,VF3S17WT9LMMV4A1K,2020,Peugeot,3008,SUV,28355800-C
5955LSG,VSSW3NKR2M982YERP,2021,Seat,León,berlina,54229680-G
7935LSR,WAU81LTX7M1ZP40AJ,2021,Audi,TT,deportivo,54229680-G
4162HDC,WF0VA8N11BZ6Y96JR,2011,Ford,Focus,berlina,27488189-S
0070HFF,VF3TVF0L7BFLFX9X2,2011,Peugeot,5008,monovolumen,39605319-D
3045HBG,VF7VE1F2XASZ9NHHB,2010,Citroën,C5 Aircross,SUV,12355961-Q
5783HGM,VF7XDW076BSWDW63C,2011,Citroën,C4,berlina,30383021-K
3370HKL,WBA0VPK32CV3U4EVL,2012,BMW,X5,SUV,96548292-L
5357GRM,VF36T69449PKHYLDL,2009,Peugeot,3008,SUV,96548292-L
7350GVM,WAU324XK6AGL45U2H,2010,Audi,A4,berlina,99757214-G
7943DDG,WF0WPM2SX4W7DHRBX,2004,Ford,Mustang,deportivo,14331444-Y
3481KLN,VF1LG8VT9J66Z318M,2018,Renault,Scénic,monovolumen,98189741-G
7481CWR,WAU1VP3B8419XYRWW,2004,Audi,A3,berlina,65641205-X
0601KDK,WVW6N80H1HLR6VWD4,2017,Volkswagen,Passat,berlina,65641205-X
4250LFH,VF3KRP0K4L9KH76JC,2020,Peugeot,5008,monovolumen,65641205-X
9259KMM,VF70J2833JR4GM2MS,2018,Citroën,C3,urbano,24558464-F
6397HSK,WBA3CTM8XD1AD8H6Z,2013,BMW,Serie 1,urbano,84391185-E
1110FSJ,WBA5E03T179D55MUW,2007,BMW,X5,SUV,49075830-V
7443LBN,WVW432VL7K13Z75BG,2019,Volkswagen,Polo,urbano,49075830-V
8702HWY,WVWS0USR2EHSGWRTV,2014,Volkswagen,Passat,berlina,33702220-K
6041JVH,VF1T1TPNXGNV1NCKY,2016,Renault,Captur,SUV,33702220-K
6204KBM,WF0NPZZJXHD86UCAV,2017,Ford,Kuga,SUV,33702220-K
6306KRZ,WDBATWM93JR4JU0U3,2018,Mercedes-Benz,Clase C,berlina,96666675-K
9806JVH,JT26BHCN1GNDYC04A,2016,Toyota,RAV4,SUV,96666675-K
0383JTB,VF1D8M33XGY5DBS14,2016,Renault,Mégane,berlina,23875721-L
1861JYT,WAU4ZTJ88H163LNNC,2017,Audi,TT,deportivo,23875721-L
9676MSS,VSS283YG5RARA7E5X,2024,Seat,Ateca,SUV,16873222-P
3394LZZ,VF1N38J46N463R4W8,2022,Renault,Mégane,berlina,18097864-S
0055DFZ,VF7XD249158B2HK2X,2005,Citroën,C3,urbano,77172540-L
7001KPD,WDBBA4S82JR0Y26KM,2018,Mercedes-Benz,Clase A,urbano,36775088-C
0178FJD,VF35GM0E4677U9XJL,2006,Peugeot,308,berlina,36775088-C
0572DPK,WF0S3LFN05NPKPPLW,2005,Ford,Kuga,SUV,36775088-C
6514KLN,VSSL3RMD3J2L0HB33,2018,Seat,Toledo,sedán,52050617-F
3328JCY,WAUC0LX5XF1PXUXM9,2015,Audi,A4,berlina,52050617-F
1753JZP,WAUV371T2H61CE7WM,2017,Audi,Q5,SUV,87980216-H
8216MGN,WAU2PF2U8PF8UAPZA,2023,Audi,A4,berlina,27244595-Z
7775JRZ,VF1VXZBEXGXBLTFJL,2016,Renault,Mégane,berlina,33508657-A
1296LJR,WF0A7ARC9L6EX37LB,2020,Ford,Mustang,deportivo,57809583-A
2460MLY,JT26C5PY4PZNCYDXM,2023,Toyota,Yaris,urbano,77965826-N
9288JCY,WVWKSLEC8FJ9W76CD,2015,Volkswagen,Golf,urbano,77965826-N
3777LGP,VF38ENKN4LCDT26DW,2020,Peugeot,3008,SUV,27914345-G
2871KRJ,VF3UTNYX2JEJD3LGW,2018,Peugeot,308,berlina,27914345-G
7114MPL,WF07SMND0RM0ATTVJ,2024,Ford,Kuga,SUV,93134245-T
4551HTK,WBAAC3YPXDNKLAFBZ,2013,BMW,Serie 1,urbano,93134245-T
3650HRK,WF0XH0B27DJL20V4K,2013,Ford,Mustang,deportivo,82805070-X
6523JLN,JT2A29H51GXB4FSE6,2016,Toyota,Corolla,berlina,82805070-X
2090JNR,JT2P4BK09GU4HZY2A,2016,Toyota,Yaris,urbano,82805070-X
6623JFX,VF3FA9VS7FF2AVCXW,2015,Peugeot,208,urbano,26492047-A
7855MVL,VSS5GJPMXR2SMU2Z8,2024,Seat,Toledo,sedán,78652922-Y
4659HTV,VF3V8RS55D1K00LKM,2013,Peugeot,5008,monovolumen,78652922-Y
1207HRX,VSSE3KMRXD4N6S25X,2013,Seat,Ibiza,urbano,61356683-C
9965HBP,WBA2VYG55B2YRXRPY,2011,BMW,Serie 5,berlina,61356683-C
3938LWD,WVWK28NK1NHN9NXXP,2022,Volkswagen,Polo,urbano,13579240-V
1700KZY,VF7LPC6K7KGZ0G435,2019,Citroën,Berlingo,monovolumen,13579240-V
8448HRK,WDB6SHJ62DJDN84GN,2013,Mercedes-Benz,Clase A,urbano,52074226-H
4362GXP,WF069G488A80WUS11,2010,Ford,Focus,berlina,52074226-H
8058KYN,WF04SKAC2KEY86EWJ,2019,Ford,Mustang,deportivo,92902379-C
4167LZZ,WVWA1RWE8NY34G5ZG,2022,Volkswagen,Polo,urbano,92902379-C
8726JVH,VSSNUBJC2G43GGH4C,2016,Seat,Toledo,sedán,51962911-T
6861DVW,WF0U9FSZ76XA2G8U2,2006,Ford,Mustang,deportivo,51962911-T
1691LMC,VF39ZVU2XL535VSUP,2020,Peugeot,5008,monovolumen,68816536-F
2146MCB,JT2PLPY93N29F0FRU,2022,Toyota,Yaris,urbano,68816536-F
1086HPY,VF34GSLC4DJRTHRDZ,2013,Peugeot,208,urbano,92365847-D
6318HKX,VSSE607W4CKUUMN90,2012,Seat,Toledo,sedán,92365847-D
5704HVZ,WVWZW3CT1EE83H44G,2014,Volkswagen,Golf,urbano,44231672-G
9427HMD,VSSG5U0H1C9LE8WZ0,2012,Seat,León,berlina,25243960-B
6229HPY,WF0EU45C9DPX6AEET,2013,Ford,Fiesta,urbano,51405147-D
3784JBY,VSS4WHYN2EMNW00RA,2014,Seat,Toledo,sedán,30181664-Y
0166DYY,WBAMRXE8765RAWYDB,2006,BMW,Serie 3,berlina,30181664-Y
5637HNC,WDBKX5E18CPH27DRM,2012,Mercedes-Benz,GLA,SUV,34274385-S
0942KLN,WF0FDJ9T1JLL4ZD3V,2018,Ford,Mustang,deportivo,34274385-S
1803HNK,VF7V8LTA1C0C9DZWN,2012,Citroën,C3,urbano,49276170-G
0452HDR,JT2DSNYP2BTAUHNEG,2011,Toyota,Yaris,urbano,71500266-M
4567MGN,WF0GL8K90P30GEAFF,2023,Ford,Kuga,SUV,54022639-D
4848HWY,WF0UDRCB0E8R6PWB7,2014,Ford,Fiesta,urbano,54022639-D
8722HZB,VF3XXVEM3EURRRLVR,2014,Peugeot,208,urbano,83795901-R
2855HLW,WF0MA8TR6CR8UN6GU,2012,Ford,Mustang,deportivo,67356377-A
4820BTF,VF3WNUCF72TJ9SEZM,2002,Peugeot,5008,monovolumen,90058731-T
1641HHH,WF0BDK9C8B5THJ3BG,2011,Ford,Fiesta,urbano,68765654-R
1915KDK,VF1D2YP78HVCND01P,2017,Renault,Captur,SUV,68765654-R
6531HSR,JT2PD6M86DD7AW7W3,2013,Toyota,RAV4,SUV,68765654-R
6741KMM,WVWM89EW7JMYGGKMV,2018,Volkswagen,Polo,urbano,39952086-M
5812KYN,VF7AXABGXK4AJHESH,2019,Citroën,Berlingo,monovolumen,39952086-M
6836GRM,WBA17G5H19PK60FG5,2009,BMW,X5,SUV,82601726-D
4803GPW,WDBP5HP999PLTVLFT,2009,Mercedes-Benz,Clase A,urbano,82601726-D
6813MDF,VF3KZDPN8N6RGJ0FP,2022,Peugeot,5008,monovolumen,82601726-D
7621LJD,WVWRRUMU3L1YFV86G,2020,Volkswagen,Passat,berlina,73812743-Q
2973KKR,VF1J0TB01J0852PYE,2018,Renault,Captur,SUV,17849063-M
2379HZL,VF32WG5T8EA7NYB3H,2014,Peugeot,5008,monovolumen,43888672-A
7184BNL,WF08VZN8917VJ0W4K,2001,Ford,Kuga,SUV,43888672-A
3314LML,VF3H75PPXMDNSUE0D,2021,Peugeot,3008,SUV,43394648-L
5759HCR,WVW64ELW6BHX3PBS5,2011,Volkswagen,Polo,urbano,18359544-R
2964LGG,WF0U3R9M0LC2ZTSL3,2020,Ford,Fiesta,urbano,69328953-F
1545LMC,WF0X6FDA5LE51765S,2020,Ford,Mustang,deportivo,69825537-K
7413MNC,WBAWK3E32RP6D434K,2024,BMW,X5,SUV,67527527-X
3344HPY,WDB7TCGZXDS24G8WD,2013,Mercedes-Benz,Clase A,urbano,67527527-X
6912GYM,VSSHFLSN3ARP9CCLF,2010,Seat,Ateca,SUV,53289416-A
7516FFK,JT2NCL6216UX03XE2,2006,Toyota,Yaris,urbano,30635116-J
5978JCY,WDB479U88F3RC3WM9,2015,Mercedes-Benz,Clase C,berlina,78092661-W
3572LRP,VF170B728M0BU89UG,2021,Renault,Mégane,berlina,34277796-E
3988JRZ,WDB14GX11GFENG9UN,2016,Mercedes-Benz,GLA,SUV,34525596-C
5409LJD,JT2EG6LP2LFLM73XT,2020,Toyota,Corolla,berlina,34525596-C
5856KYN,VSS1N46Y3KVZ73BLM,2019,Seat,Toledo,sedán,70596039-T
0437JHJ,VF7BR0G26FKG794US,2015,Citroën,C4,berlina,70596039-T
5264GVM,VF1XSS6W2ACP5SS11,2010,Renault,Clio,urbano,16607210-Z
0755HKB,VF1ZN2496CYBJ3FS1,2012,Renault,Captur,SUV,42798656-A
6065HCR,VF7H2W8X2BMHX3DAH,2011,Citroën,C4,berlina,69816882-Z
3972HVN,VF1ZAWX13E4MS0Y94,2014,Renault,Clio,urbano,50064496-M
9799HMD,VSSGZ9HF7CKYTY8M3,2012,Seat,Ateca,SUV,75807142-Q
9871HGX,WF0GNWFN2BWSZBSKX,2011,Ford,Mustang,deportivo,77868034-Q
3136JKZ,VF36B1M70FWWHPM2Y,2015,Peugeot,5008,monovolumen,51502790-V
5797CNK,VSSTX47F7352X3GKM,2003,Seat,Ateca,SUV,51502790-V
9302LVV,WDBUU8V33MCPZSBRZ,2021,Mercedes-Benz,Clase C,berlina,51502790-V
7774GNF,WVW00TVB9931W7YXE,2009,Volkswagen,Tiguan,SUV,27276175-S
4066HNK,VF1TBGS90CDG3VEGC,2012,Renault,Captur,SUV,27276175-S
6169HLW,VF1FD8L93CKUDP9EE,2012,Renault,Captur,SUV,17109188-V
6127DVB,WF0YMG2E65R493MFW,2005,Ford,Focus,berlina,83527746-A
1890MJB,VF3NSLLY5PWFUZVP1,2023,Peugeot,5008,monovolumen,99085908-E
9718JKZ,WVWDCDCJXF07XTPNM,2015,Volkswagen,Passat,berlina,32865444-P
9229KHG,WF07ZWT8XJ32XCC14,2018,Ford,Focus,berlina,70782155-T
1741JRG,VF7PFPVYXGFPZ2N7A,2016,Citroën,C5 Aircross,SUV,58889703-C
5468KCH,VF11W1W57HVUM23DB,2017,Renault,Mégane,berlina,81660432-J
3930JFX,WBAA4VMGXFAWPC08U,2015,BMW,Serie 3,berlina,81660432-J
4515HBG,WAUSSRMP9ADAVL7RD,2010,Audi,A3,berlina,89534767-E
5664KMM,VSSUJA8Z4JSACJ4F5,2018,Seat,Ibiza,urbano,67474874-G
8499FJD,JT2GEED656PKX5KBV,2006,Toyota,Yaris,urbano,67474874-G
4553HCB,WAUVP9ZG3BH5E6X8E,2011,Audi,A3,berlina,67474874-G
9857HMT,VF7L817UXCA0UWAMX,2012,Citroën,C5 Aircross,SUV,67654170-S
0050BGF,WDBJXMJU81BKGNSS6,2001,Mercedes-Benz,Clase C,berlina,67654170-S
8558LYJ,VF7T3D465NBDVGF6H,2022,Citroën,C3,urbano,67654170-S
8057HFF,VSSWH2WT0BCLJJU6F,2011,Seat,Ateca,SUV,90943684-M
5854JKZ,WAUG170S6F1XJGSD9,2015,Audi,A4,berlina,90943684-M
0994DVB,JT2VCUNL95PJV1LAY,2005,Toyota,RAV4,SUV,90943684-M
7005NCJ,WBAE5N406S1XSC6SF,2025,BMW,Serie 1,urbano,99091034-L
7161HKB,WDBZUGXG9CXP1BT9F,2012,Mercedes-Benz,Clase A,urbano,23463248-M
4628LMC,VSSEFK528L69WFBJN,2020,Seat,Toledo,sedán,57215833-K
9627JCK,WAUAT71B1FXDKNYPV,2015,Audi,A4,berlina,81779469-W
0567HGC,VF1SD28P9BYP9RVX2,2011,Renault,Scénic,monovolumen,81779469-W
3343MZS,WDBYAKPY5SBJMKH40,2025,Mercedes-Benz,Clase C,berlina,48404169-W
9482JWN,WVWZNM417HMNEEW5H,2017,Volkswagen,Golf,urbano,48404169-W
6994GYM,JT25L80Z7AP1G9CTX,2010,Toyota,Corolla,berlina,94793559-W
9364JRZ,WF0MS1U48GSDB46JC,2016,Ford,Mustang,deportivo,94793559-W
4855LXD,WF0YHZN96NEFYHM3H,2022,Ford,Kuga,SUV,11770044-R
9344HMD,WAUF6ZU11CW7Y5JAK,2012,Audi,TT,deportivo,44732652-K
4940HFT,WVWKWXXW2B737FNBU,2011,Volkswagen,Tiguan,SUV,22250418-B
8899JBL,VF1FPBD81E38GRKX9,2014,Renault,Clio,urbano,80166591-E
3566MMN,WAUA4E6PXPSDAMFXZ,2023,Audi,A4,berlina,82410058-T
7320JHJ,VF7BMBLT3FDDAB0Y2,2015,Citroën,C3,urbano,82410058-T
2025JYB,VF32AZE09HXV25EGN,2017,Peugeot,3008,SUV,56878612-A
1823HBP,VF3A2FY28BJ5YRDVP,2011,Peugeot,5008,monovolumen,56878612-A
4429MRD,WF0G34TF6R6FY7AKF,2024,Ford,Mustang,deportivo,82195508-V
5201JBY,VF3G96DN1E38ZSU8K,2014,Peugeot,5008,monovolumen,38694464-T
0827FRC,VF3RADRM97TNMPYXD,2007,Peugeot,3008,SUV,58213245-S
0349DWT,WVW06C6E56Z8BTW6S,2006,Volkswagen,Polo,urbano,59895276-X
1100LYJ,VF1HK7Z84N77965H4,2022,Renault,Clio,urbano,59895276-X
1962HBG,WAU175F38AR46TSPV,2010,Audi,A4,berlina,50900127-T
7550HHH,WAUYHPAU3BH8596PJ,2011,Audi,Q5,SUV,96884884-Y
4113JFX,WAUVB5AR2FEE9Z95F,2015,Audi,Q5,SUV,38847962-L
1892GGV,VSS87D9SX8HEUVC9L,2008,Seat,Toledo,sedán,99402170-B
2802HPC,VF79ZXF99D1U2T02M,2013,Citroën,C5 Aircross,SUV,66051804-J
0345MJR,VF1V9YZ45PFUKU5WG,2023,Renault,Captur,SUV,66051804-J
2664LGH,WVWSXB147L8Y03NVW,2020,Volkswagen,Golf,urbano,66051804-J
7653MLY,WBAD750U7PJR2V8VF,2023,BMW,X5,SUV,69272732-K
3394FKY,WDBA2UCK779XZ175U,2007,Mercedes-Benz,Clase C,berlina,64013243-B
9563JDR,WBAFWMLB6F8KZ2NWL,2015,BMW,Serie 3,berlina,15255390-L
5517LKV,WF01T3EF2LYF26S3K,2020,Ford,Fiesta,urbano,54979553-P
7858DWT,VSS0ERKB5660EG1JY,2006,Seat,Ibiza,urbano,32161987-Y
7393HKL,WDBWHF4K0C3S4R25B,2012,Mercedes-Benz,Clase C,berlina,32161987-Y
8556KXR,VF3W154G6KNZSBFKC,2019,Peugeot,308,berlina,84535158-S
1316FYY,WVWCX7JY276XYDF36,2007,Volkswagen,Golf,urbano,84535158-S
1385DMJ,VSSVUEB705U0SER7L,2005,Seat,Toledo,sedán,84535158-S
1688KZK,WVW1K9KZ6KDEE4TP0,2019,Volkswagen,Tiguan,SUV,54784504-E
5743HNT,WBARPCJ09DRH2DEB0,2013,BMW,Serie 5,berlina,76685003-J
2667CDC,WAU1WDXX326WWWT8A,2002,Audi,A4,berlina,80306990-Y
4678JTB,VF1VPL5E4G3A4D2LE,2016,Renault,Captur,SUV,80306990-Y
1257JVZ,VF1875BB7G0C1Y7CY,2016,Renault,Mégane,berlina,80306990-Y
1049KJV,WAUR73U91JH2T1NWJ,2018,Audi,Q5,SUV,61525457-C
6046HGM,WF0NH6VJ6BK012SHE,2011,Ford,Kuga,SUV,61525457-C
4355HRX,VSSMD1D56DRES47MM,2013,Seat,León,berlina,41370063-D
2387JKK,WVWK1MH26FPTPY0YG,2015,Volkswagen,Polo,urbano,41370063-D
6460CJC,VF19NWWJ334YNWW5C,2003,Renault,Scénic,monovolumen,40422223-E
9842LWD,VF1LLB2U5NX1J3LSJ,2022,Renault,Captur,SUV,40422223-E
3744BRT,VSS2M5K221HK6M0R4,2001,Seat,Ibiza,urbano,97769194-N
4807DDG,VF3700ZU149CZ37NU,2004,Peugeot,5008,monovolumen,97769194-N
4582JPK,WAUJ66VF3G6XNZVW0,2016,Audi,A3,berlina,97769194-N
9852JMF,WDBJAN217GN0447VE,2016,Mercedes-Benz,Clase A,urbano,18445126-T
9777HVF,WF0VTYH14D57HJCFF,2013,Ford,Mustang,deportivo,18445126-T
2311LYJ,VF7P4USK1N1STF1S1,2022,Citroën,Berlingo,monovolumen,41921900-F
6239FGF,WDBAAMHZ66FY3MY20,2006,Mercedes-Benz,GLA,SUV,41921900-F
4943CFM,VF326TSH33B4EA2YB,2003,Peugeot,3008,SUV,19706656-A
0712JHT,VF3Y6ZPGXFC47A7V4,2015,Peugeot,208,urbano,30374020-J
1807HKL,VSSCBE7Z1C8H319RW,2012,Seat,Ibiza,urbano,65222658-V
0157LBN,JT2DNTAK5K0BKWC9S,2019,Toyota,Yaris,urbano,71862440-K
4309HVZ,WDBFXK080EWW9ZVYM,2014,Mercedes-Benz,Clase C,berlina,71862440-K
4660LTP,WDB6PXF85M25AZ0TA,2021,Mercedes-Benz,Clase A,urbano,28859109-C
1046NDG,WF0UH9Z18SZ3NTZUF,2025,Ford,Mustang,deportivo,48117332-K
9388LXD,VF14WTHN7NPGK0N9P,2022,Renault,Captur,SUV,97959191-Y
7728BYP,WAUKPFZT528F3GEXB,2002,Audi,A3,berlina,97959191-Y
0812KKR,WVW3TFW46JZH3KA2H,2018,Volkswagen,Golf,urbano,22521716-R
0664LMX,VSSVVW9P7MD80Y6RR,2021,Seat,León,berlina,69259123-M
6057NGB,VF3GRC60XS8FSR42X,2025,Peugeot,5008,monovolumen,80770753-C
4799LXD,JT2XJBT86NKE76GXD,2022,Toyota,RAV4,SUV,80770753-C
9853HTK,VF3GSSN7XDXC1DG7Y,2013,Peugeot,308,berlina,78612992-G
8386BCY,WVWVTHRU1Y6LDDPV0,2000,Volkswagen,Polo,urbano,49638107-J
8700HPY,WF099G413DY51YW23,2013,Ford,Focus,berlina,53824342-H
2442NGB,VF1TXGS64SMX0M02Y,2025,Renault,Clio,urbano,79718809-G
1074HML,VF39EU465CPF7NTT4,2012,Peugeot,208,urbano,94119482-D
9331DXZ,WDBMK10V86DY48V6S,2006,Mercedes-Benz,GLA,SUV,94119482-D
7063HZZ,WBAD7H5J7EB358WEN,2014,BMW,Serie 5,berlina,94119482-D
9333MKD,WVWH9SB29PHT5LK5X,2023,Volkswagen,Polo,urbano,92709947-Y
0754JYT,VF14VS8R0HU40LUBU,2017,Renault,Mégane,berlina,92709947-Y
4958MPL,WBAU00JU1RW4S3GNT,2024,BMW,Serie 3,berlina,21448279-C
1854MPL,VF76ZXXP2R8K24TC3,2024,Citroën,C3,urbano,21448279-C
1786KWT,WDBW42UE6K47BWRGN,2019,Mercedes-Benz,Clase C,berlina,21448279-C
4428CWR,WDBF6K7Z04SVGY4PW,2004,Mercedes-Benz,GLA,SUV,76299822-J
7451MHG,WVW0GPRH8P0YH4PLP,2023,Volkswagen,Tiguan,SUV,76299822-J
0198FNZ,VSSM0NMP87F0BWGZ7,2007,Seat,León,berlina,97428595-C
5259JHT,VF3YCAMR7FVWS9KGP,2015,Peugeot,208,urbano,97428595-C
1619LGG,WDBA447J8LAWK5VHT,2020,Mercedes-Benz,Clase A,urbano,43256703-M
3247BBJ,WF0FMFGL7YVMDMSXA,2000,Ford,Focus,berlina,23624080-K
4366KRZ,WBAX44J81J0U9SJE4,2018,BMW,Serie 5,berlina,88298902-Q
9115JHJ,JT22NV3B9FRLD9UAA,2015,Toyota,Corolla,berlina,88298902-Q
7939GBN,VF190R6568S5YAKVL,2008,Renault,Mégane,berlina,48762739-W
5236KVX,WF0YC7T20KCAMBG1D,2019,Ford,Kuga,SUV,48762739-W
